MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;wape;val_mse;val_rmse;val_nrmse;val_mae;val_wape;loss;val_loss
DC_CNN_LSTM_Model16;[(168, 6), 24, 128, 2, 4, [1, 2, 4, 8, 16, 32, 64], 64, 1, 0];24;168;256;50;496127.7064905609;704.3633341469166;0.07719050237226484;367.08258096949226;0.2868164681813554;535104.4123760512;731.508313265168;0.08118849203830944;389.0548977366227;0.26949659827757644;[0.1143418624997139, 0.06092033162713051, 0.054690029472112656, 0.05155950039625168, 0.04977208375930786, 0.0477692186832428, 0.04673492908477783, 0.04560152068734169, 0.04460786283016205, 0.04368607699871063, 0.043034110218286514, 0.04280315339565277, 0.042411576956510544, 0.0415365993976593, 0.04131276160478592, 0.041148170828819275, 0.04069387912750244, 0.04029925540089607, 0.04020863026380539, 0.03997914493083954, 0.03965279459953308, 0.039426516741514206, 0.03937889263033867, 0.0388115793466568, 0.03872222453355789, 0.03874115273356438, 0.03858724236488342, 0.03840390965342522, 0.03828420117497444, 0.038144487887620926, 0.03771257400512695, 0.03789738938212395, 0.03770548477768898, 0.03753771632909775, 0.037499893456697464, 0.03758789226412773, 0.03737718611955643, 0.03731732442975044, 0.03722690790891647, 0.0372128002345562, 0.0371243841946125, 0.03712141141295433, 0.03683081641793251, 0.03673400357365608, 0.036964889615774155, 0.03673679754137993, 0.03656553849577904, 0.03622470423579216, 0.03637000545859337, 0.036216720938682556];[0.08157886564731598, 0.06400569528341293, 0.05723543092608452, 0.05563100054860115, 0.05586082488298416, 0.05449377000331879, 0.0518343485891819, 0.05110223591327667, 0.05003630742430687, 0.05368480831384659, 0.04856809228658676, 0.048180997371673584, 0.04944480210542679, 0.04939952492713928, 0.049132294952869415, 0.048158902674913406, 0.04528934508562088, 0.04645131900906563, 0.046571217477321625, 0.050216399133205414, 0.04713965579867363, 0.04613218083977699, 0.04800676181912422, 0.04940623790025711, 0.04886191338300705, 0.04975554347038269, 0.0493999645113945, 0.04634759947657585, 0.049678921699523926, 0.04739837348461151, 0.0481845885515213, 0.04898865148425102, 0.04987339675426483, 0.04812900722026825, 0.04781973361968994, 0.04677172750234604, 0.0476035550236702, 0.04797791317105293, 0.04972774535417557, 0.04642282426357269, 0.04675161466002464, 0.04958973824977875, 0.047688078135252, 0.049578774720430374, 0.04979484900832176, 0.04745350405573845, 0.048307981342077255, 0.04817046970129013, 0.05077531188726425, 0.04944295436143875]
DC_CNN_LSTM_Model17;[(168, 6), 24, 128, 2, 4, [1, 2, 4, 8, 16, 32, 64], 128, 1, 0];24;168;256;50;511520.0663884829;715.206310366794;0.07837877373882673;369.5496851675991;0.28874411648018655;547651.8970851462;740.0350647673029;0.08213485735486158;391.4337993414093;0.27114445284477706;[0.11540844291448593, 0.06304037570953369, 0.0545232929289341, 0.05105733498930931, 0.048516273498535156, 0.04676752910017967, 0.04496542736887932, 0.04339585453271866, 0.04263705760240555, 0.042311958968639374, 0.04153139889240265, 0.04080716520547867, 0.04053761810064316, 0.040447551757097244, 0.04003510996699333, 0.03954746201634407, 0.039396900683641434, 0.03915803134441376, 0.03876712545752525, 0.038605328649282455, 0.03840075433254242, 0.03813081234693527, 0.03803253918886185, 0.03829697147011757, 0.037932299077510834, 0.03752698749303818, 0.03712601959705353, 0.03695274889469147, 0.03617197647690773, 0.03628203645348549, 0.03614286705851555, 0.03573472425341606, 0.03568265214562416, 0.03518583998084068, 0.03483996167778969, 0.034557417035102844, 0.033915095031261444, 0.03394656255841255, 0.03324519097805023, 0.032825034111738205, 0.03226052224636078, 0.032157737761735916, 0.031435538083314896, 0.031049728393554688, 0.03103293478488922, 0.030365975573658943, 0.03017520345747471, 0.02939203754067421, 0.02929527312517166, 0.028586745262145996];[0.0805758386850357, 0.06746698915958405, 0.05813596025109291, 0.05490642786026001, 0.051926255226135254, 0.05234353616833687, 0.05243505910038948, 0.049643222242593765, 0.047151077538728714, 0.04868811368942261, 0.04543454945087433, 0.05187706649303436, 0.05178999528288841, 0.04667117819190025, 0.04698917642235756, 0.04665369912981987, 0.046518996357917786, 0.045429445803165436, 0.048569876700639725, 0.04654658958315849, 0.048735830932855606, 0.04918673262000084, 0.04554805904626846, 0.04637272283434868, 0.05040718615055084, 0.0471041277050972, 0.04607443884015083, 0.04889038950204849, 0.05049615353345871, 0.049057651311159134, 0.04831121116876602, 0.05199373885989189, 0.0482836589217186, 0.04964007809758186, 0.0507657490670681, 0.05128078907728195, 0.051493238657712936, 0.049726489931344986, 0.05168481916189194, 0.052676375955343246, 0.05231470987200737, 0.05167010426521301, 0.05413244292140007, 0.052204784005880356, 0.053963806480169296, 0.05349205806851387, 0.05474742874503136, 0.05329740047454834, 0.05362321063876152, 0.0534009113907814]
DC_CNN_LSTM_Model21;[(168, 6), 24, 128, 3, 3, [1, 2, 4, 8, 16, 32], 32, 1, 0];24;168;256;50;477401.39473630534;690.942396105714;0.07571971464172209;353.43764384379324;0.27615512689783944;500012.78609486687;707.1158222631332;0.07848122333664075;370.0677553787975;0.2563442891658942;[0.11092472076416016, 0.05989459529519081, 0.05378637835383415, 0.05096883326768875, 0.04889846220612526, 0.047118064016103745, 0.045668825507164, 0.0446777269244194, 0.043673980981111526, 0.04293977841734886, 0.0424264632165432, 0.0417037196457386, 0.041611380875110626, 0.041110388934612274, 0.04101165384054184, 0.04068759083747864, 0.0404827818274498, 0.04029766842722893, 0.04017498716711998, 0.04020758718252182, 0.03976958245038986, 0.03962491825222969, 0.03972989693284035, 0.03943109139800072, 0.039503004401922226, 0.0393531396985054, 0.03924325853586197, 0.03938167169690132, 0.0391627699136734, 0.0391450971364975, 0.03902599588036537, 0.039059679955244064, 0.03891853615641594, 0.03874834626913071, 0.038842905312776566, 0.038909148424863815, 0.038705334067344666, 0.0384950116276741, 0.038695868104696274, 0.03866865858435631, 0.03852783516049385, 0.0385030172765255, 0.03865348920226097, 0.03815435618162155, 0.03832228109240532, 0.03825238347053528, 0.03839128091931343, 0.03831246867775917, 0.03828885033726692, 0.03795984387397766];[0.07586529105901718, 0.06101323291659355, 0.05735548213124275, 0.053604770451784134, 0.05380700156092644, 0.05027882382273674, 0.0514845997095108, 0.05369339510798454, 0.049949467182159424, 0.05165872350335121, 0.052646487951278687, 0.049029864370822906, 0.04718820005655289, 0.048091888427734375, 0.046786222606897354, 0.0477159284055233, 0.04494192823767662, 0.04630923643708229, 0.044943246990442276, 0.04851750656962395, 0.046297673135995865, 0.04689207673072815, 0.04607314616441727, 0.04605022445321083, 0.04538057744503021, 0.04603925347328186, 0.045158397406339645, 0.04869362711906433, 0.044583458453416824, 0.047183167189359665, 0.04723786935210228, 0.04533307999372482, 0.04616968706250191, 0.043931666761636734, 0.04531361535191536, 0.044847819954156876, 0.045983877032995224, 0.04437115043401718, 0.046090494841337204, 0.04370163008570671, 0.04421672597527504, 0.04304268956184387, 0.04609266668558121, 0.04412974417209625, 0.043550822883844376, 0.04513063281774521, 0.04403777793049812, 0.04417819157242775, 0.043215032666921616, 0.0453086793422699]
DC_CNN_LSTM_Model22;[(168, 6), 24, 128, 3, 3, [1, 2, 4, 8, 16, 32], 64, 1, 0];24;168;256;50;497352.31743169966;705.2321018159197;0.077285709788046;363.10084264782665;0.283705374978223;526476.2128263442;725.5868058518871;0.08053127700908846;381.438468738264;0.2642207317661365;[0.11434665322303772, 0.06138903275132179, 0.054323021322488785, 0.05119739845395088, 0.04904521256685257, 0.047081850469112396, 0.04568271338939667, 0.04499664530158043, 0.04368925467133522, 0.042978040874004364, 0.04239903762936592, 0.04183853045105934, 0.041475892066955566, 0.040961652994155884, 0.04085494577884674, 0.040525343269109726, 0.04054925590753555, 0.0402226559817791, 0.03978642821311951, 0.03962939605116844, 0.03954150900244713, 0.03924497216939926, 0.039392631500959396, 0.039176102727651596, 0.039078712463378906, 0.03878504037857056, 0.03871280327439308, 0.038504648953676224, 0.038562290370464325, 0.03846229612827301, 0.03810514882206917, 0.03837460279464722, 0.03796844184398651, 0.038011349737644196, 0.03781845048069954, 0.037679899483919144, 0.037755515426397324, 0.037434034049510956, 0.03733070194721222, 0.03701509162783623, 0.037266552448272705, 0.0372079461812973, 0.03753310441970825, 0.0369243323802948, 0.03665190935134888, 0.0368158333003521, 0.03663312643766403, 0.03659167140722275, 0.03666260465979576, 0.03637918829917908];[0.07672740519046783, 0.06196773424744606, 0.05707627907395363, 0.05334014073014259, 0.055883947759866714, 0.053011540323495865, 0.05018598958849907, 0.05270252749323845, 0.04937088117003441, 0.04955663904547691, 0.05070354789495468, 0.046269480139017105, 0.0464908741414547, 0.04629990831017494, 0.04885971173644066, 0.045096442103385925, 0.044345609843730927, 0.04605681076645851, 0.0455951914191246, 0.04645191878080368, 0.04775533825159073, 0.04545177146792412, 0.04715403914451599, 0.04492355138063431, 0.044512856751680374, 0.04894457384943962, 0.04772141948342323, 0.04749823361635208, 0.04625483974814415, 0.04795423150062561, 0.04538118094205856, 0.04965447261929512, 0.048183318227529526, 0.04587150737643242, 0.047179803252220154, 0.04908856377005577, 0.04833449423313141, 0.04811853915452957, 0.0486355796456337, 0.049781959503889084, 0.04617657512426376, 0.044450707733631134, 0.04841218888759613, 0.04793994128704071, 0.050899241119623184, 0.048825252801179886, 0.047500111162662506, 0.05309692397713661, 0.0501483753323555, 0.04831397533416748]
DC_CNN_LSTM_Model23;[(168, 6), 24, 128, 3, 3, [1, 2, 4, 8, 16, 32], 128, 1, 0];24;168;256;50;501973.90062429983;708.5011648715193;0.07764396327359116;363.14650789077075;0.28374105507959224;521173.2504096553;721.9232995337214;0.08012467253426431;378.21563556142155;0.2619882895503257;[0.11288148164749146, 0.05990132316946983, 0.0534682460129261, 0.050042588263750076, 0.04790569096803665, 0.04646819084882736, 0.044757090508937836, 0.04370778799057007, 0.0426730178296566, 0.042116016149520874, 0.04154710844159126, 0.04109605774283409, 0.04076912999153137, 0.04025168716907501, 0.04038858041167259, 0.0399414487183094, 0.039593540132045746, 0.03920943662524223, 0.03913205862045288, 0.03897738829255104, 0.0387299545109272, 0.0386558473110199, 0.038375373929739, 0.03825914487242699, 0.03789863735437393, 0.03769344463944435, 0.03750867769122124, 0.03751140087842941, 0.03694216534495354, 0.03701305016875267, 0.03667328879237175, 0.03627590462565422, 0.036299169063568115, 0.03637925535440445, 0.03562108427286148, 0.03528856858611107, 0.035101596266031265, 0.03456557169556618, 0.03456238657236099, 0.034142110496759415, 0.03467569872736931, 0.0329415388405323, 0.03309009596705437, 0.0324043408036232, 0.032083671540021896, 0.031541742384433746, 0.030957773327827454, 0.03062054142355919, 0.030362021178007126, 0.030020015314221382];[0.08281771093606949, 0.06141642481088638, 0.06101514771580696, 0.053460437804460526, 0.053704507648944855, 0.05119767040014267, 0.05239105597138405, 0.05087791010737419, 0.04709818959236145, 0.04684532433748245, 0.048511628061532974, 0.046264536678791046, 0.04635975882411003, 0.04703310504555702, 0.043868537992239, 0.04532068595290184, 0.04731443151831627, 0.044788192957639694, 0.04776424169540405, 0.045909687876701355, 0.04420775920152664, 0.044783711433410645, 0.046636201441287994, 0.04720117151737213, 0.047487616539001465, 0.04585255682468414, 0.045499287545681, 0.04798741638660431, 0.045400310307741165, 0.048436980694532394, 0.04774289205670357, 0.04722445085644722, 0.04797860234975815, 0.047286201268434525, 0.04784701392054558, 0.049508579075336456, 0.04754476621747017, 0.04920872300863266, 0.048865556716918945, 0.04891442507505417, 0.04973189905285835, 0.04982932657003403, 0.049916550517082214, 0.05119556933641434, 0.049465931951999664, 0.05158334970474243, 0.049709685146808624, 0.048707932233810425, 0.050871945917606354, 0.05195121467113495]
DC_CNN_LSTM_Model24;[(168, 6), 24, 128, 3, 3, [1, 2, 4, 8, 16, 32, 64], 32, 1, 0];24;168;256;50;481206.5664652394;693.6905408503416;0.07602088118907853;353.80733302145524;0.2764439800054476;497586.0811625903;705.3978176621971;0.07829054580046582;368.76415504276815;0.25544129100774937;[0.11796411871910095, 0.062390752136707306, 0.05389246344566345, 0.05040733516216278, 0.048096559941768646, 0.04633304476737976, 0.04489349573850632, 0.04393193870782852, 0.04311167821288109, 0.042642366141080856, 0.04233672842383385, 0.04146353900432587, 0.041261788457632065, 0.0411837063729763, 0.04102746397256851, 0.040740132331848145, 0.04044562578201294, 0.04039415344595909, 0.04022897779941559, 0.04015738144516945, 0.040006037801504135, 0.03972984105348587, 0.03979625180363655, 0.039698466658592224, 0.03947645425796509, 0.03938506171107292, 0.03951207175850868, 0.03942045569419861, 0.03939215838909149, 0.03936093673110008, 0.039083082228899, 0.0392865426838398, 0.03915980085730553, 0.03896362707018852, 0.03901950269937515, 0.038728877902030945, 0.038892656564712524, 0.03905682638287544, 0.038582392036914825, 0.03866822272539139, 0.0387355238199234, 0.03854867070913315, 0.03852381929755211, 0.038333844393491745, 0.038419805467128754, 0.03831818699836731, 0.03842955082654953, 0.038223303854465485, 0.038278959691524506, 0.03831767663359642];[0.0823521614074707, 0.06040488928556442, 0.05526113882660866, 0.05459897592663765, 0.05726586654782295, 0.05343080684542656, 0.051308900117874146, 0.05338822305202484, 0.04784055054187775, 0.04829316586256027, 0.04804840683937073, 0.0481131486594677, 0.046617284417152405, 0.04701847955584526, 0.04591727256774902, 0.04620661586523056, 0.04526391625404358, 0.04866349697113037, 0.04830293729901314, 0.04493417963385582, 0.04540237411856651, 0.04484342411160469, 0.045020557940006256, 0.0453496091067791, 0.045806728303432465, 0.04471518099308014, 0.04346718639135361, 0.046071890741586685, 0.04580240324139595, 0.04579780623316765, 0.04357896000146866, 0.04433062672615051, 0.04491233080625534, 0.043943822383880615, 0.0445171557366848, 0.044196758419275284, 0.04454255849123001, 0.04614446312189102, 0.04297669231891632, 0.045191701501607895, 0.04443243145942688, 0.043689973652362823, 0.047916676849126816, 0.04350430518388748, 0.046070173382759094, 0.047623082995414734, 0.043685030192136765, 0.044536031782627106, 0.043635085225105286, 0.04566150903701782]
DC_CNN_LSTM_Model25;[(168, 6), 24, 128, 3, 3, [1, 2, 4, 8, 16, 32, 64], 64, 1, 0];24;168;256;50;508056.26733996614;712.7806586460986;0.07811294889272313;362.4958975845537;0.28323270693161223;550515.289977202;741.9671758084734;0.08234929809195043;386.28936912036727;0.2675809288981238;[0.11737716943025589, 0.06268372386693954, 0.055101942270994186, 0.05143631622195244, 0.04882820323109627, 0.04687493294477463, 0.045228928327560425, 0.0442688874900341, 0.04328172653913498, 0.04272984713315964, 0.04191049188375473, 0.04137402027845383, 0.04106727987527847, 0.04074976220726967, 0.040501099079847336, 0.040344156324863434, 0.03999494016170502, 0.03974439576268196, 0.03959175571799278, 0.03952493891119957, 0.03926100581884384, 0.038935914635658264, 0.03889203071594238, 0.03864431008696556, 0.038590312004089355, 0.038380760699510574, 0.03821100294589996, 0.03817799687385559, 0.037990547716617584, 0.03796781972050667, 0.037540677934885025, 0.03762342780828476, 0.037589143961668015, 0.03746175765991211, 0.03744906559586525, 0.03727889060974121, 0.0370638445019722, 0.03721245378255844, 0.03812365233898163, 0.0370696485042572, 0.03668087720870972, 0.036689843982458115, 0.03658909723162651, 0.036554161459207535, 0.03646957874298096, 0.03602105751633644, 0.0361563079059124, 0.035924945026636124, 0.03583569452166557, 0.03560219332575798];[0.08980271965265274, 0.06278804689645767, 0.0650024339556694, 0.05714135244488716, 0.054302558302879333, 0.051942452788352966, 0.05046645179390907, 0.048736002296209335, 0.04795578494668007, 0.04653489589691162, 0.047902364283800125, 0.04866977781057358, 0.04794105142354965, 0.04974757134914398, 0.04651711881160736, 0.04614010080695152, 0.04580129683017731, 0.046101830899715424, 0.050704553723335266, 0.04785652831196785, 0.04503561183810234, 0.04544517397880554, 0.04831130802631378, 0.04677068069577217, 0.04964974895119667, 0.04706501588225365, 0.04577203094959259, 0.0493658073246479, 0.04784758388996124, 0.04832984507083893, 0.04790007695555687, 0.04845283180475235, 0.04703964293003082, 0.04842575266957283, 0.04755960404872894, 0.04904340207576752, 0.050024423748254776, 0.04705771803855896, 0.04661610722541809, 0.04804891720414162, 0.04906637966632843, 0.04538433998823166, 0.0483938567340374, 0.048423126339912415, 0.04665868356823921, 0.048730406910181046, 0.04936680197715759, 0.049369651824235916, 0.049415554851293564, 0.050879091024398804]
DC_CNN_LSTM_Model26;[(168, 6), 24, 128, 3, 3, [1, 2, 4, 8, 16, 32, 64], 128, 1, 0];24;168;256;50;520873.63772155764;721.7157596461072;0.07909213804340902;370.2833653960826;0.28931737051842604;549239.2003622215;741.1067401948396;0.0822538002436004;388.2065310444;0.26890893844094127;[0.11662795394659042, 0.06126142665743828, 0.05435192957520485, 0.050954077392816544, 0.048967186361551285, 0.04681040719151497, 0.04531587287783623, 0.0440717376768589, 0.04269774630665779, 0.04204186052083969, 0.04138330742716789, 0.04087992012500763, 0.04049745574593544, 0.04018672555685043, 0.03997674956917763, 0.03960684686899185, 0.0392245352268219, 0.038969870656728745, 0.03891884163022041, 0.03869634494185448, 0.0381767712533474, 0.03842100873589516, 0.03804108873009682, 0.03785714507102966, 0.037594638764858246, 0.03727434203028679, 0.03704085573554039, 0.03662138059735298, 0.03651121258735657, 0.036373674869537354, 0.03603174537420273, 0.03542796149849892, 0.03527192398905754, 0.034946005791425705, 0.03468558192253113, 0.034077875316143036, 0.03409973904490471, 0.033742520958185196, 0.03315553814172745, 0.03284616768360138, 0.032233141362667084, 0.03200831264257431, 0.03128640353679657, 0.031245727092027664, 0.03099886141717434, 0.030229540541768074, 0.03001699037849903, 0.02963181771337986, 0.029184497892856598, 0.028954531997442245];[0.08234139531850815, 0.06021979823708534, 0.0578104592859745, 0.053588494658470154, 0.05475596711039543, 0.04978107661008835, 0.04874885082244873, 0.05046096816658974, 0.04870413988828659, 0.050093092024326324, 0.047200001776218414, 0.048403993248939514, 0.04899458587169647, 0.045304201543331146, 0.04517954960465431, 0.048611633479595184, 0.045762576162815094, 0.04538554698228836, 0.048082128167152405, 0.04821055009961128, 0.04655654728412628, 0.050508759915828705, 0.05134157836437225, 0.04686427488923073, 0.048052601516246796, 0.04999970272183418, 0.05045348033308983, 0.051942482590675354, 0.05156298354268074, 0.04794318974018097, 0.04973817989230156, 0.04912879690527916, 0.04859152436256409, 0.047455765306949615, 0.04656519368290901, 0.046316105872392654, 0.049758657813072205, 0.04998409003019333, 0.04977447912096977, 0.04812643676996231, 0.04921214282512665, 0.049976278096437454, 0.0511300191283226, 0.051532309502363205, 0.05149541795253754, 0.05324069783091545, 0.05462901294231415, 0.05368201062083244, 0.0548548586666584, 0.054253846406936646]
DC_CNN_LSTM_Model27;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16], 32, 1, 0];24;168;256;50;478588.55141197675;691.8009478252951;0.0758138025014022;349.57992034746286;0.2731409314938639;515058.3486455969;717.6756569966665;0.0796532360706622;372.2853735002873;0.2578804233811349;[0.12372225522994995, 0.05976995825767517, 0.052467089146375656, 0.04928000643849373, 0.04750391095876694, 0.04594568908214569, 0.04483941197395325, 0.04380447790026665, 0.04334663599729538, 0.042449142783880234, 0.042177025228738785, 0.04148423299193382, 0.041346266865730286, 0.041412316262722015, 0.0408255010843277, 0.040356166660785675, 0.04018619284033775, 0.040124669671058655, 0.040171485394239426, 0.039988692849874496, 0.03955249488353729, 0.03952191397547722, 0.03936072438955307, 0.03933127596974373, 0.039226457476615906, 0.03928147628903389, 0.03938852623105049, 0.03911589831113815, 0.03898110240697861, 0.03890756890177727, 0.03891391307115555, 0.039006903767585754, 0.03872472420334816, 0.03885215148329735, 0.03855876624584198, 0.03849678486585617, 0.03856319934129715, 0.038600292056798935, 0.03839306905865669, 0.03825889155268669, 0.038292624056339264, 0.03835877403616905, 0.038290899246931076, 0.03816470503807068, 0.03812718391418457, 0.037930987775325775, 0.03812449797987938, 0.03793206438422203, 0.03784964606165886, 0.03784361481666565];[0.08724503219127655, 0.06533864140510559, 0.05756346136331558, 0.053377024829387665, 0.05301665887236595, 0.050470609217882156, 0.05223347619175911, 0.05040431395173073, 0.04969767853617668, 0.04913520812988281, 0.04692970588803291, 0.047846123576164246, 0.04588969051837921, 0.051846206188201904, 0.046175312250852585, 0.04448052495718002, 0.04729146510362625, 0.04532276839017868, 0.045899901539087296, 0.04675159603357315, 0.04578782245516777, 0.04781187325716019, 0.045438822358846664, 0.046528588980436325, 0.047032859176397324, 0.04347923770546913, 0.04772598668932915, 0.04567255079746246, 0.04521201178431511, 0.04498624429106712, 0.04515352472662926, 0.0439009889960289, 0.04470785707235336, 0.04569826275110245, 0.04608685150742531, 0.04474839195609093, 0.04487486556172371, 0.04533151909708977, 0.04413215443491936, 0.04416763037443161, 0.04805169254541397, 0.04345834627747536, 0.04380052536725998, 0.04455922171473503, 0.043863825500011444, 0.0437089204788208, 0.04482612758874893, 0.043894339352846146, 0.046007752418518066, 0.04420420527458191]
DC_CNN_LSTM_Model28;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16], 64, 1, 0];24;168;256;50;540928.8382025067;735.4786456468377;0.08060039952294111;376.02044325438914;0.2937999815010967;588067.4986398568;766.855591777133;0.08511160841033663;398.8854240308238;0.27630616014398157;[0.10986734926700592, 0.06146981567144394, 0.05503072962164879, 0.05179700255393982, 0.049323320388793945, 0.047932129353284836, 0.046641960740089417, 0.045446984469890594, 0.04457928612828255, 0.04399985447525978, 0.0431954488158226, 0.04267820715904236, 0.042221661657094955, 0.04144683852791786, 0.04125499725341797, 0.040965043008327484, 0.04057198390364647, 0.04043443500995636, 0.04024599492549896, 0.03993145748972893, 0.03948400914669037, 0.03940625116229057, 0.039348553866147995, 0.039314284920692444, 0.03876050189137459, 0.038815245032310486, 0.03847132995724678, 0.03828192502260208, 0.03840114176273346, 0.038075052201747894, 0.03791094198822975, 0.0382026806473732, 0.037424568086862564, 0.03718571737408638, 0.03714520484209061, 0.03684408590197563, 0.03678324818611145, 0.03631623834371567, 0.03656765818595886, 0.03626961633563042, 0.036229632794857025, 0.03615397959947586, 0.03563534840941429, 0.03548740595579147, 0.035242341458797455, 0.035132940858602524, 0.03529512882232666, 0.03458206728100777, 0.03464825451374054, 0.03414591774344444];[0.07841643691062927, 0.06866233050823212, 0.059767480939626694, 0.05786455050110817, 0.05119559168815613, 0.05113450437784195, 0.05306583642959595, 0.04990030825138092, 0.04876211658120155, 0.050656508654356, 0.04994652792811394, 0.04922866448760033, 0.0476798452436924, 0.048860084265470505, 0.050438135862350464, 0.052012860774993896, 0.04709065705537796, 0.047199271619319916, 0.04916151240468025, 0.048049066215753555, 0.05065400153398514, 0.04834974557161331, 0.047468334436416626, 0.05112610012292862, 0.04836016520857811, 0.04654388874769211, 0.05530396103858948, 0.05112585797905922, 0.0476476289331913, 0.04666109010577202, 0.047067418694496155, 0.04825755953788757, 0.04836096987128258, 0.04753778502345085, 0.05013187602162361, 0.0488097108900547, 0.046915777027606964, 0.048026517033576965, 0.049189940094947815, 0.04834609478712082, 0.04925590008497238, 0.047431446611881256, 0.04981544613838196, 0.0519651360809803, 0.05350330099463463, 0.05011254921555519, 0.049234241247177124, 0.05143527314066887, 0.05070769414305687, 0.04936136305332184]
DC_CNN_LSTM_Model29;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16], 128, 1, 0];24;168;256;50;515569.964609665;718.0320080676522;0.07868843924029065;359.7721092506557;0.28110450093518785;536943.5020861144;732.7642882169644;0.08132788992419138;377.29366962516207;0.26134964784450165;[0.11179149895906448, 0.06027526408433914, 0.053990405052900314, 0.05047643184661865, 0.047945454716682434, 0.04638884589076042, 0.04468100890517235, 0.04349306970834732, 0.04267032817006111, 0.04198826849460602, 0.04155503213405609, 0.04112591966986656, 0.0409599244594574, 0.04061209782958031, 0.04004627466201782, 0.039482906460762024, 0.039701323956251144, 0.03935190290212631, 0.03905949741601944, 0.03900819271802902, 0.03852793201804161, 0.03838619962334633, 0.03837784007191658, 0.037769801914691925, 0.0376763716340065, 0.037659358233213425, 0.037425048649311066, 0.03707991540431976, 0.03705349564552307, 0.03683727979660034, 0.03683871775865555, 0.03607482090592384, 0.03567296266555786, 0.035485345870256424, 0.035253264009952545, 0.034897368401288986, 0.03448190540075302, 0.03392160311341286, 0.03364051878452301, 0.03304243087768555, 0.03291430324316025, 0.032633110880851746, 0.032084908336400986, 0.031952813267707825, 0.0317135825753212, 0.030936898663640022, 0.030427075922489166, 0.0299521517008543, 0.029741236940026283, 0.029393309727311134];[0.08164525032043457, 0.0627540573477745, 0.0629582554101944, 0.057811882346868515, 0.055174361914396286, 0.05317714810371399, 0.04960136488080025, 0.048710133880376816, 0.05425870418548584, 0.04760616272687912, 0.04881329461932182, 0.04652657359838486, 0.047057535499334335, 0.04685639962553978, 0.0481967031955719, 0.04859250783920288, 0.04668481647968292, 0.04590119794011116, 0.044478755444288254, 0.04590511694550514, 0.04535272344946861, 0.04541626572608948, 0.04656323418021202, 0.04539860785007477, 0.04931410402059555, 0.0481235608458519, 0.045876823365688324, 0.048307742923498154, 0.05016079545021057, 0.043659403920173645, 0.047714054584503174, 0.04910311847925186, 0.04762933775782585, 0.04692714288830757, 0.05208081007003784, 0.05026927590370178, 0.05141132324934006, 0.05201169475913048, 0.049154721200466156, 0.04984688758850098, 0.048598483204841614, 0.04980401694774628, 0.0519443079829216, 0.05125505104660988, 0.04875316470861435, 0.049411505460739136, 0.05049363896250725, 0.049738239496946335, 0.052313756197690964, 0.05106409639120102]
DC_CNN_LSTM_Model30;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16, 32], 32, 1, 0];24;168;256;50;514082.88839398534;716.9957380584527;0.07857487540366605;359.9751700070051;0.28126316051747735;533526.5250737674;730.4290007069595;0.08106870152130516;375.12023073762964;0.25984411638824245;[0.12376873940229416, 0.0613681823015213, 0.054206784814596176, 0.05090748518705368, 0.048872124403715134, 0.04714212939143181, 0.04607248306274414, 0.044950440526008606, 0.044179510325193405, 0.04340268298983574, 0.042909059673547745, 0.04251822456717491, 0.04225020110607147, 0.04178940877318382, 0.04154153913259506, 0.04137785732746124, 0.04133284091949463, 0.04096899554133415, 0.04067185893654823, 0.0406777486205101, 0.04055573791265488, 0.0404309518635273, 0.04017842561006546, 0.040064044296741486, 0.03988158702850342, 0.03984340280294418, 0.03991014510393143, 0.0396360345184803, 0.039409298449754715, 0.039254266768693924, 0.03927565738558769, 0.03911770507693291, 0.039100728929042816, 0.03901711851358414, 0.03894510865211487, 0.03885314613580704, 0.038614820688962936, 0.03911161050200462, 0.038534920662641525, 0.038771405816078186, 0.03843071311712265, 0.03833881393074989, 0.038521863520145416, 0.03827548399567604, 0.03829261660575867, 0.03803063929080963, 0.03796672075986862, 0.03793016076087952, 0.037935756146907806, 0.03796329349279404];[0.07869851589202881, 0.06252963840961456, 0.06357920914888382, 0.053696755319833755, 0.056566957384347916, 0.0538300983607769, 0.05080295726656914, 0.05116288736462593, 0.049198802560567856, 0.04814339056611061, 0.04776554927229881, 0.04896896705031395, 0.04681391268968582, 0.04853065311908722, 0.04781002923846245, 0.04615294933319092, 0.048929400742053986, 0.04631773754954338, 0.04637279361486435, 0.04585317149758339, 0.046486131846904755, 0.04560070484876633, 0.04574267193675041, 0.045547377318143845, 0.045629654079675674, 0.04590773954987526, 0.04631092771887779, 0.04560421407222748, 0.04636838287115097, 0.04605989158153534, 0.044460006058216095, 0.04488086700439453, 0.04577955976128578, 0.044572390615940094, 0.045524317771196365, 0.04592641443014145, 0.044252097606658936, 0.046701427549123764, 0.04833405092358589, 0.045868415385484695, 0.04537263885140419, 0.04366163909435272, 0.04588047415018082, 0.04552650824189186, 0.043908484280109406, 0.04498865082859993, 0.04492893069982529, 0.04569238796830177, 0.04637997969985008, 0.043953314423561096]
